Ply,Mate,FEN
5,M1,r1bqkbnr/ppppp1pp/2n5/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/2n2p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/2n5/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/n4p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n2p4/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/n7/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n7/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n2p4/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n7/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/n4p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n2p4/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,r1bqkbnr/ppppp1pp/n7/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n7/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n2p4/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,r1bqkbnr/ppp1pppp/n7/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/5p1p/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p3p/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/7p/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/7p/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p3p/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/7p/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/5p1p/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p3p/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/7p/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/7p/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p3p/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/7p/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p2p1/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/6p1/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p2p1/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/6p1/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p2p1/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/6p1/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p2p1/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/6p1/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/5p2/8/2B5/4P2P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppppkpp/5p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/pppp2pp/4pp2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/2p2p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/1p3p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/p4p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1pp/8/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/5p2/7Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pppp2pp/5p2/4p2Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/3p3Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/5p2/2p4Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/5p2/1p5Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/5p2/p6Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/5p2/8/8/1QP4P/PP1PPPP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/5p2/8/2B1P3/7P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppppkpp/5p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/pppp2pp/4pp2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/2p2p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/1p3p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/p4p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1pp/8/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/5p2/7Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/5p2/6pQ/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pppp2pp/5p2/4p2Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/3p3Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/5p2/2p4Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/5p2/1p5Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/5p2/p6Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p1p2/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/5p2/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/3pp3/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/pppp2pp/4p3/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/4p3/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/ppppkppp/4p3/6B1/8/3P3P/PPP1PPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/3pp3/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/4p3/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/ppppkppp/4p3/8/8/BP5P/P1PPPPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/3pp3/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/pppp2pp/4p3/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/4p3/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/ppppkppp/4p3/6B1/3P4/7P/PPP1PPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/3pp3/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/4p3/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppkpppp/3p4/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppkpppp/3p4/8/6Q1/4P2P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rn1qkbnr/ppp1pppp/3pb3/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B3b2/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B6/6b1/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B6/8/4P2b/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p1p4/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p2p4/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p4/1B5p/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p4/1B4p1/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/1B3p2/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/3p4/1B2p3/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/pp2pppp/3p4/1Bp5/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/3p4/1B6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/3p4/pB6/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/pppkpppp/3p4/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQ -
5,M1,rn1qkbnr/ppp1pppp/3pb3/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/5b2/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/8/Q5b1/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/8/Q7/2P4b/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p1p4/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p2p4/8/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p4/7p/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p4/6p1/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/5p2/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/3p4/4p3/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp2pppp/3p4/2p5/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/3p4/p7/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppkpppp/3p4/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppkpppp/3p4/8/4P1Q1/7P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rn1qkbnr/ppp1pppp/3pb3/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B3b2/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B6/4P1b1/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/1B6/4P3/7b/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p1p4/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p2p4/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p4/1B5p/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p4/1B4p1/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/1B3p2/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/3p4/1B2p3/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/3p4/1B6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/3p4/pB6/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/pppkpppp/3p4/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQ -
5,M1,rn1qkbnr/ppp1pppp/3pb3/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/5b2/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/8/Q1P3b1/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/3p4/8/Q1P5/7b/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p1p4/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p2p4/8/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/3p4/7p/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/3p4/6p1/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/3p4/5p2/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/3p4/4p3/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp2pppp/3p4/2p5/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/3p4/p7/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/2p5/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/2p5/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/1p6/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p6/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p6/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/1p6/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p6/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/1p6/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/p7/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p7/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p7/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/p7/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p7/1B1p4/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/p7/3p4/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/8/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/8/1B1p3p/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/8/3p3p/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1p1/8/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/8/1B1p3p/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1ppp1/8/3p3p/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/8/1B1p2p1/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/8/3p2p1/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,#,rnbqkbnr/ppppp2p/8/5ppQ/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/8/1B1p2p1/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pp1p/8/3p2p1/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkb1r/ppppp1pp/5n2/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/8/5p2/2B5/4P2P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppppkpp/8/5p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/ppppp1pp/8/7Q/5p2/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pppp2pp/8/4pp1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/8/1B1p1p2/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/8/3p1p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/8/2p2p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/8/1p3p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/8/p4p1Q/8/4P2P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/8/5p2/8/1QP4P/PP1PPPP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/ppp1p1pp/8/3p1p2/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkb1r/ppppp1pp/5n2/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppppkpp/8/5p2/2B1P3/7P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppppkpp/8/5p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rnbqkbnr/ppppp1pp/8/7Q/4p3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppppp1pp/8/7Q/4Pp2/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pppp2pp/8/4pp1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/8/1B1p1p2/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/8/3p1p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/pp1pp1pp/8/2p2p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/p1ppp1pp/8/1p3p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/1pppp1pp/8/p4p1Q/4P3/7P/PPPP1PP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1p1pp/8/3p1p2/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp2ppp/8/1B1pp3/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/ppppkppp/8/4p1B1/8/3P3P/PPP1PPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/8/3pp3/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/ppppkppp/8/4p3/8/BP5P/P1PPPPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/8/1B1pp3/4P3/7P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/ppppkppp/8/4p1B1/3P4/7P/PPP1PPP1/RN1QKBNR b KQ -
5,M1,rnbqkbnr/ppp2ppp/8/3pp3/Q1P5/7P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbq1bnr/pppkpppp/8/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQ -
5,M1,rnbq1bnr/pppkpppp/8/3p4/6Q1/4P2P/PPPP1PP1/RNB1KBNR b KQ -
5,M1,rnb1kbnr/ppp1pppp/3q4/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/4b3/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/1B1p1b2/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/1B1p4/6b1/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/1B1p4/8/4P2b/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/1B6/3p4/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/pp2pppp/8/1Bpp4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/p1p1pppp/8/1B1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbqkbnr/1pp1pppp/8/pB1p4/8/4P2P/PPPP1PP1/RNBQK1NR b KQkq -
5,M1,rnbq1bnr/pppkpppp/8/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQ -
5,M1,rnb1kbnr/ppp1pppp/3q4/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/4b3/3p4/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/3p1b2/Q7/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/3p4/Q5b1/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rn1qkbnr/ppp1pppp/8/3p4/Q7/2P4b/PP1PPPP1/RNB1KBNR b KQkq -
5,M1,rnbqkbnr/ppp1pppp/8/8/Q2p4/2P4P/PP1PPPP1/RNB1KBNR b KQkq -
